"node","type"
"LPIN1",2
"MTSS1",2
"ARFGAP3",2
"ASB18",2
"RNF6",2
"FBXL3",2
"MYH3",2
"RTCB",2
"PDE6D",2
"MIB2",2
"FBXO4",2
"SELP",2
"FBXL13",2
"CSN2",2
"RNF213",2
"CXCR5",2
"UBE2U",2
"RLN3",2
"NPY",2
"RNF220",2
"SOCS6",2
"PDIA6",2
"ADRA2B",2
"CXCL11",2
"BTG1",2
"KRT6C",2
"UBA6",2
"WWP2",2
"FBXO17",2
"FBXL2",2
"VASP",2
"NFKBIE",2
"SDC2",2
"PDE12",2
"BMP8B",2
"CCDC168",2
"CORT",2
"PSME4",2
"HIST1H2AE",2
"RNF144B",2
"KRT6B",2
"BTBD6",2
"RPSA",2
"CORO7",2
"UBA5",2
"NUDT16L1",2
"RPS20",2
"KRT75",2
"KRT24",2
"SERPINE1",2
"SGTA",2
"ADCY2",2
"UBE2G1",2
"QPCT",2
"IL18",2
"FBXO30",2
"UBA7",2
"RPL7L1",2
"SDHA",2
"ASB9",2
"NEFH",2
"ASB15",2
"TRIM50",2
"UBE3A",2
"HIST1H2AJ",2
"HIST1H2AI",2
"AGT",2
"SRSF5",2
"AMPD1",2
"UBE2S",2
"DCUN1D4",2
"PSMG1",2
"S1PR2",2
"EID1",2
"IDS",2
"VHL",2
"SPSB2",2
"TARS",2
"TRAF7",2
"DLGAP3",2
"GCM1",2
"KLHL5",2
"POMGNT1",2
"NLRP3",2
"PPP2R5C",2
"CXCL16",2
"PSMB10",2
"UBE2H",2
"CCL25",2
"COMMD9",2
"WDR5",2
"STYX",2
"YWHAE",2
"HAL",2
"SLX1B",2
"TRA2B",2
"SMTNL2",2
"SDHB",2
"MYL12B",2
"HCAR1",2
"XRN2",2
"HSP90AA2P",2
"DRD4",2
"UBE2N",2
"ASB17",2
"UBE2J1",2
"UBOX5",2
"CCL13",2
"SENP8",2
"FBXW12",2
"QDPR",2
"UGP2",2
"HECTD2",2
"UBXN1",2
"MYBPC3",2
"SLC7A9",2
"ADCY3",2
"PRDM10",2
"TLR4",2
"CCR7",2
"CST6",2
"NABP2",2
"UBE2W",2
"IL1B",2
"TXN",2
"RPRM",2
"SSTR5",2
"UGGT1",2
"ZBTB16",2
"ASB16",2
"KLHL11",2
"PPP2R5A",2
"FBXO8",2
"NEDD8-MDP1",2
"GNG12",2
"GPSM2",2
"TRIM69",2
"RSL1D1",2
"TIMP1",2
"SNRPG",2
"ADCY9",2
"IL10",2
"FEM1C",2
"U2AF1",2
"SCARB1",2
"CDKN1C",2
"TRIM71",2
